timestamp,temperature_1,temperature_2,temperature_3,temperature_4,temperature_5,pressure_1,pressure_2,pressure_3,pressure_4,pressure_5
2019-01-01T01:59:02Z,0.9287,1.344,1.2482,0.9448,1.2452,1.5503,0.4747,0.9158,-1.814,1.1791
2019-01-01T02:00:02Z,0.387,1.4808,1.1749,-2.4586,-1.253,2.3315,1.4236,-1.4125,1.2895,1.2237
2019-01-01T02:01:01Z,0.9523,1.1375,1.2161,4.1512,-2.2233,1.1865,4.8192,1.9472,1.0357,1.0623
2019-01-01T02:02:04Z,1.6678,1.1729,1.3805,2.1579,1.9871,1.4728,1.5746,-0.4789,0.9559,1.8008
2019-01-01T02:03:09Z,1.4233,1.3812,1.2003,1.4323,-1.8632,3.1899,4.7372,2.5492,-0.2346,2.5056
2019-01-01T02:04:01Z,0.5718,1.1628,1.2417,-1.3068,-0.0571,2.375,1.2188,2.0318,0.32,0.7768
2019-01-01T02:05:09Z,1.2283,1.1108,1.2671,2.2996,-0.2003,2.8539,4.7227,2.9282,0.3459,0.9311
2019-01-01T02:06:02Z,1.4777,1.0575,1.3268,-1.6292,2.353,1.2652,1.7083,-1.5459,0.537,1.7709
2019-01-01T02:07:06Z,0.6846,1.2762,1.2987,1.5378,-0.6067,0.4782,2.418,1.5076,0.1775,1.4605
2019-01-01T02:08:10Z,1.3384,1.2429,1.1707,2.3522,-1.155,2.5687,2.9389,-1.7104,1.6076,0.7139
2019-01-01T02:09:07Z,1.236,1.171,1.1739,0.9529,1.9442,-0.1938,-1.1703,0.8385,1.3857,1.7215
2019-01-01T02:10:07Z,0.8619,1.3737,1.3643,1.4483,2.1994,2.0944,3.7875,1.3964,-1.9689,0.4163
2019-01-01T02:11:10Z,1.4149,1.2935,1.3743,2.7872,2.6136,1.2353,1.1165,0.2407,2.1893,0.9875
2019-01-01T02:12:09Z,1.5443,1.4512,1.2083,-0.5649,0.0474,0.7075,4.1947,-0.8301,0.8204,0.487
2019-01-01T02:13:09Z,0.341,1.2708,1.3271,2.1782,-1.4317,0.5499,1.9022,3.1216,-0.5419,1.2391
2019-01-01T02:14:03Z,2.0557,1.3384,1.1797,1.7742,1.2653,0.1731,-0.6711,2.4449,-1.768,0.835
2019-01-01T02:15:09Z,1.5078,1.4488,1.3844,1.0617,2.6249,2.0977,3.8079,0.5001,2.0143,1.327
2019-01-01T02:16:08Z,1.4327,1.1701,1.3537,1.3242,0.7427,1.4642,2.7836,2.0302,-2.1466,2.6922
2019-01-01T02:17:01Z,1.3217,1.1426,1.4287,-1.5376,2.3892,2.9191,2.5924,3.2427,1.7951,1.4717
2019-01-01T02:18:06Z,2.223,1.5789,1.3462,1.1787,0.288,1.7563,1.244,1.6298,1.2599,1.2541
2019-01-01T02:19:04Z,1.595,1.3774,1.3599,-2.6269,2.4712,1.1037,6.0896,3.613,0.7968,0.4404
2019-01-01T02:20:03Z,1.4227,1.3739,1.5197,-2.7971,1.7118,1.4824,2.7812,2.955,3.6686,0.3897
2019-01-01T02:21:06Z,1.9546,1.5758,1.5025,-1.6672,0.2877,1.7911,0.2567,1.006,2.2896,0.4746
2019-01-01T02:22:02Z,1.5634,1.271,1.5578,-0.8615,2.3292,2.3199,1.384,-0.8879,6.0639,1.5314
2019-01-01T02:23:02Z,1.7072,1.6114,1.5718,2.5575,3.0185,3.0206,2.2207,1.3253,0.289,2.2079
2019-01-01T02:24:07Z,2.0499,1.511,1.5728,2.1263,2.8255,3.4122,-1.3253,1.6123,4.2544,1.8003
2019-01-01T02:25:06Z,1.2949,1.6496,1.6943,-0.9179,3.0772,1.6247,3.2616,3.7319,2.2659,1.4071
2019-01-01T02:26:09Z,1.6733,1.579,1.6922,0.3338,2.4703,0.8567,0.6685,0.6582,3.4997,-0.0298
2019-01-01T02:27:08Z,2.1102,1.6625,1.648,3.8579,1.1999,3.0977,0.0906,-0.7395,1.2063,2.1565
2019-01-01T02:28:03Z,1.6177,1.6334,1.7046,0.7862,0.7959,0.0582,1.6795,-0.8793,4.3536,1.4517
2019-01-01T02:29:07Z,1.2069,1.8808,1.6755,0.2582,2.0292,1.5927,1.6331,0.4648,2.3874,2.2251
2019-01-01T02:30:05Z,2.9414,1.8012,1.9343,-1.6019,2.4882,0.4625,2.1877,-4.7166,2.5274,0.5775
2019-01-01T02:31:10Z,1.6706,1.6749,1.8358,0.7611,0.8766,3.2368,2.8345,2.4194,2.3704,1.3326
2019-01-01T02:32:02Z,1.1595,2.0392,2.0266,0.4895,3.5597,2.8608,3.0041,3.5744,0.2943,1.5752
2019-01-01T02:33:05Z,1.5413,1.8775,1.9732,0.9681,0.5736,1.1063,3.4359,3.937,-1.2744,1.9462
2019-01-01T02:34:02Z,1.9765,1.9846,1.9334,2.6483,4.2945,1.046,2.6615,0.4471,0.6866,1.7908
2019-01-01T02:35:02Z,1.4977,2.147,2.0814,3.6033,2.9678,3.1606,3.1411,4.1992,1.5113,2.0699
2019-01-01T02:36:06Z,2.5932,1.8834,2.0557,2.9179,2.9797,1.4947,3.1118,1.8301,4.2054,1.2731
2019-01-01T02:37:02Z,2.0116,2.133,2.1926,2.5313,-1.1748,3.7338,2.1801,4.5113,2.6966,2.8087
2019-01-01T02:38:03Z,1.7415,2.2715,2.176,5.454,4.3215,2.5344,1.6856,2.9683,0.7358,3.4262
2019-01-01T02:39:10Z,2.2377,2.2668,2.2021,1.9878,4.0564,-1.4979,-0.1633,-0.5791,0.6807,1.8126
2019-01-01T02:40:02Z,2.3883,2.0517,2.1857,2.1892,2.1629,4.7415,6.1304,0.788,0.6432,3.154
2019-01-01T02:41:04Z,2.5729,2.5413,2.2591,2.0461,4.1723,2.7871,3.6281,1.9848,0.2795,2.7853
2019-01-01T02:42:01Z,2.0851,2.4169,2.3272,2.469,3.5074,1.9923,2.213,1.0073,3.2807,2.1345
2019-01-01T02:43:08Z,1.7055,2.2698,2.2444,1.5099,4.264,1.4515,1.4356,0.0553,1.8977,1.6188
2019-01-01T02:44:04Z,2.3273,2.5891,2.2987,6.5433,6.6625,-0.3259,2.2132,2.9894,2.883,3.6832
2019-01-01T02:45:09Z,2.9902,2.2797,2.3978,4.2017,3.88,1.6038,4.4927,0.1024,2.0661,2.3243
2019-01-01T02:46:10Z,2.5971,2.3735,2.4749,0.9241,1.4596,2.1874,3.0764,-1.2438,-0.8308,2.6698
2019-01-01T02:47:01Z,2.8823,2.6985,2.6157,4.6976,-0.9573,1.8029,4.5747,2.7141,1.5433,3.0628
2019-01-01T02:48:07Z,2.6888,2.4696,2.6479,3.9659,4.1259,3.1568,1.2007,3.6893,3.31,3.4834
2019-01-01T02:49:02Z,2.1858,2.6656,2.5293,0.3826,0.1186,3.0955,3.9175,1.0087,3.5653,2.2586
2019-01-01T02:50:08Z,3.0004,2.8598,2.6333,4.3052,3.7708,1.7261,3.9941,0.3651,3.3397,3.9534
2019-01-01T02:51:08Z,2.4967,2.5417,2.804,1.962,1.9253,1.6086,-0.5694,3.1369,6.1143,2.5406
2019-01-01T02:52:09Z,2.1494,2.9067,2.9815,0.5468,0.7037,1.9402,3.7658,3.6287,3.7655,2.8507
2019-01-01T02:53:07Z,2.702,2.6578,2.6094,8.8093,6.01,1.2116,0.5418,5.4947,-0.463,2.5175
2019-01-01T02:54:05Z,2.6365,3.136,2.9431,7.1667,2.3781,1.7256,2.6972,0.4651,0.7115,3.7382
2019-01-01T02:55:03Z,2.5609,2.8648,2.9684,3.037,4.0104,1.6653,3.6382,4.3989,3.8188,2.158
2019-01-01T02:56:07Z,2.8973,3.0185,2.8183,4.6227,5.6012,2.8551,3.802,2.9695,2.7952,3.7644
2019-01-01T02:57:06Z,2.8205,3.0028,3.0876,2.3361,3.3414,4.4509,1.9015,2.788,-0.8781,3.7559
2019-01-01T02:58:03Z,3.3456,2.8965,2.9669,0.6212,1.6016,2.2703,1.8506,2.5555,3.7724,4.1511
2019-01-01T02:59:03Z,3.1468,3.278,3.0595,3.1364,3.3215,3.002,0.2951,2.2515,3.7061,4.1919
2019-01-01T03:00:02Z,3.3354,3.1446,2.97,-1.3767,5.8989,3.3314,2.7128,2.5365,1.0984,3.4588
2019-01-01T03:01:09Z,2.9682,3.1278,3.1011,1.6482,5.4998,3.2518,2.1796,4.0932,3.31,4.0293
2019-01-01T03:02:03Z,3.1194,3.1154,3.1698,4.5791,3.4644,3.8998,3.7011,2.2627,2.3227,5.2295
2019-01-01T03:03:03Z,3.2647,3.4153,3.2766,4.6164,5.5506,4.2549,3.6162,3.0647,2.7647,2.6279
2019-01-01T03:04:07Z,3.1346,3.3367,3.3593,3.3717,2.5303,4.6127,0.2711,2.2037,3.429,2.9766
2019-01-01T03:05:04Z,3.4947,2.9874,3.4013,5.9941,3.5692,2.8819,3.3151,4.4292,2.0404,2.9164
2019-01-01T03:06:07Z,3.4096,3.2739,3.2516,2.3377,1.465,2.3561,4.8718,3.9533,7.491,3.1605
2019-01-01T03:07:04Z,3.2442,3.3908,3.3585,4.0591,3.3863,2.3477,3.7858,6.4593,3.7399,3.2819
2019-01-01T03:08:10Z,3.8207,3.2615,3.4003,2.7535,4.3452,3.0409,4.7966,3.7317,2.0885,4.0784
2019-01-01T03:09:06Z,3.6234,3.3977,3.4583,5.4737,1.1063,0.7573,3.4446,0.9963,8.491,2.9567
2019-01-01T03:10:08Z,3.4507,3.5899,3.3608,0.495,4.922,3.7717,2.6175,1.9077,4.9168,3.1839
2019-01-01T03:11:09Z,3.7837,3.7262,3.3501,2.6561,3.5173,4.1065,1.9013,3.9894,1.8716,4.4157
2019-01-01T03:12:03Z,3.979,3.5129,3.4117,7.7128,3.3791,3.3102,0.638,3.5043,4.1535,3.0079
2019-01-01T03:13:06Z,4.4164,3.3444,3.488,4.837,4.8256,4.3233,3.5266,5.1478,4.9177,3.3182
2019-01-01T03:14:04Z,3.4565,3.3652,3.6284,3.0427,5.211,3.2387,4.3507,1.0863,2.1405,3.0853
2019-01-01T03:15:04Z,4.2883,3.4619,3.6708,2.7445,3.6679,5.2104,3.7169,3.1621,3.5607,3.6118
2019-01-01T03:16:02Z,3.6932,3.5224,3.5687,2.5794,2.8256,3.2614,5.0759,3.7769,2.2089,2.7486
2019-01-01T03:17:03Z,3.5595,3.2719,3.6411,3.0751,6.7113,4.3137,2.3497,3.5676,1.047,3.3801
2019-01-01T03:18:08Z,3.2353,3.6782,3.7161,4.8449,3.3336,3.7535,-0.3321,2.7954,3.8838,3.2462
2019-01-01T03:19:02Z,3.5046,3.4252,3.6418,7.4929,3.8553,3.3719,3.0502,0.7003,2.6491,3.5558
2019-01-01T03:20:09Z,3.1669,3.6339,3.48,2.3289,2.8421,2.9841,2.5901,2.2696,3.1924,2.7602
2019-01-01T03:21:09Z,3.6186,3.6127,3.5205,2.6414,5.1285,2.4142,3.4651,4.9904,4.3073,3.688
2019-01-01T03:22:05Z,3.5141,3.5416,3.6315,6.0677,4.5236,4.5222,4.9993,2.5356,5.1501,3.6446
2019-01-01T03:23:04Z,3.3065,3.4696,3.5845,1.6468,3.9243,3.6483,6.7258,3.922,1.5464,3.0622
2019-01-01T03:24:02Z,3.4242,3.5165,3.5602,3.2311,3.3617,2.7996,4.7568,5.3017,1.8918,3.5483
2019-01-01T03:25:07Z,3.2746,3.8486,3.5762,6.872,3.385,3.8351,6.4788,4.1873,4.3689,3.9423
2019-01-01T03:26:03Z,3.3548,3.6542,3.5657,3.9701,5.2146,3.7966,2.6875,5.1562,7.0628,2.8895
2019-01-01T03:27:07Z,3.677,3.6397,3.7026,3.9445,4.2632,3.3854,1.0594,2.414,3.5147,4.4375
2019-01-01T03:28:06Z,3.3474,3.5564,3.564,1.9863,6.9515,4.8368,5.2367,3.7612,4.2014,4.2143
2019-01-01T03:29:04Z,2.9108,3.737,3.6009,4.632,5.2571,2.5616,4.262,9.342,2.7025,1.8251
2019-01-01T03:30:06Z,4.0235,3.5728,3.5515,4.1269,3.3138,4.2615,5.5449,5.6657,5.1569,3.7899
2019-01-01T03:31:06Z,3.1337,3.4176,3.4984,5.3309,2.1761,2.3584,2.0337,3.4376,1.5497,4.0681
2019-01-01T03:32:10Z,3.1847,3.47,3.5406,3.132,2.0759,2.1514,2.497,4.5384,1.9084,3.6738
2019-01-01T03:33:02Z,2.8043,3.6055,3.5614,4.3057,5.1328,1.8211,3.0224,5.2534,5.2634,3.478
